epoch,loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0,0.7116873264312744,0.8436156511306763,0.69307541847229,0.8325114846229553
1,0.600040078163147,0.7746225595474243,0.4583062529563904,0.6769831776618958
2,0.24434643983840942,0.4943141043186188,0.03888612240552902,0.1971956491470337
3,0.038522522896528244,0.19627155363559723,0.00328656192868948,0.057328544557094574
4,0.008540364913642406,0.09241409599781036,0.006324945017695427,0.0795295238494873
5,0.011487269774079323,0.10717868059873581,0.043605923652648926,0.20882031321525574
6,0.011416064575314522,0.10684598237276077,0.06546978652477264,0.25587064027786255
7,0.018404671922326088,0.13566382229328156,0.020547285676002502,0.1433432400226593
8,0.009377000853419304,0.09683491289615631,0.0019044163636863232,0.043639618903398514
9,0.00839211419224739,0.09160847961902618,0.013704029843211174,0.1170642152428627
10,0.01552344299852848,0.1245931088924408,0.01180994138121605,0.10867355763912201
11,0.01048638578504324,0.10240305215120316,0.006923547014594078,0.08320785313844681
12,0.00369202415458858,0.06076202914118767,0.010117251425981522,0.10058455169200897
13,0.010871767066419125,0.10426776856184006,0.0655030831694603,0.2559356987476349
14,0.01403430663049221,0.11846648156642914,0.0013407559599727392,0.036616332828998566
15,0.00837748497724533,0.09152860194444656,0.006032667588442564,0.07767024636268616
16,0.007795965764671564,0.08829476684331894,0.02598855458199978,0.16120965778827667
17,0.010712223127484322,0.1034998670220375,0.0033766389824450016,0.0581088550388813
18,0.003778596641495824,0.06147029250860214,0.00170719507150352,0.04131821542978287
19,0.018849404528737068,0.13729313015937805,0.012045785784721375,0.10975329577922821
20,0.003571734530851245,0.059763990342617035,0.0015205091331154108,0.038993705064058304
21,0.006547929719090462,0.0809192806482315,0.08067143708467484,0.28402718901634216
22,0.018675534054636955,0.1366584599018097,0.00454130582511425,0.06738921254873276
23,0.0030994315166026354,0.055672537535429,0.0022357970010489225,0.047284215688705444
24,0.006698464043438435,0.08184414356946945,0.0033995225094258785,0.05830542370676994
25,0.006262874696403742,0.07913832366466522,0.0012093217810615897,0.03477530553936958
26,0.004486799240112305,0.06698357313871384,0.0016358387656509876,0.04044550284743309
27,0.006842148024588823,0.08271727710962296,0.01619315706193447,0.12725234031677246
28,0.009322098456323147,0.09655101597309113,0.005520990118384361,0.07430336624383926
29,0.004812678322196007,0.0693734735250473,0.0069208210334181786,0.08319146931171417
30,0.010469969362020493,0.10232286900281906,0.003310420084744692,0.057536251842975616
31,0.00628041522577405,0.0792490690946579,0.004440018907189369,0.06663347035646439
32,0.007925724610686302,0.089026540517807,0.01970679871737957,0.14038090407848358
33,0.008120202459394932,0.09011216461658478,0.003450449788942933,0.0587405301630497
34,0.004156516399234533,0.0644710510969162,0.0059085749089717865,0.0768672525882721
35,0.005714789964258671,0.07559622824192047,0.004821522627025843,0.0694371834397316
36,0.007761355489492416,0.08809855580329895,0.0034306126181036234,0.058571431785821915
37,0.0055530257523059845,0.07451862841844559,0.011261741630733013,0.10612135380506516
38,0.0056193554773926735,0.07496236264705658,0.006462265737354755,0.08038821816444397
39,0.019513515755534172,0.13969078660011292,0.07246053963899612,0.269184947013855
40,0.012982665561139584,0.1139414981007576,0.0038415545132011175,0.06198027357459068
41,0.0014909032033756375,0.03861221671104431,0.003337071742862463,0.05776739493012428
42,0.0035951377358287573,0.05995946750044823,0.007571084424853325,0.08701197803020477
43,0.004285215400159359,0.06546155363321304,0.009520914405584335,0.09757517278194427
44,0.0024240659549832344,0.04923480376601219,0.0010923088993877172,0.03305009752511978
45,0.005439922213554382,0.07375583052635193,0.0012018723646178842,0.034668032079935074
46,0.00885725487023592,0.09411299228668213,0.005922247190028429,0.0769561380147934
47,0.0027547432109713554,0.05248564854264259,0.000666556297801435,0.02581775188446045
48,0.006782011594623327,0.08235296607017517,0.0048488834872841835,0.06963392347097397
49,0.003152984892949462,0.05615144595503807,0.003979117143899202,0.06308024376630783
50,0.005347876343876123,0.07312917709350586,0.019111085683107376,0.13824285566806793
51,0.018330786377191544,0.1353912353515625,0.0021940162405371666,0.046840328723192215
52,0.0017356189200654626,0.04166075959801674,0.001494287047535181,0.03865600749850273
53,0.00226457673124969,0.047587569802999496,0.0012173629365861416,0.03489072993397713
54,0.005291570443660021,0.07274318486452103,0.0015656983014196157,0.03956890478730202
55,0.005532253999263048,0.07437912374734879,0.001080731162801385,0.03287447616457939
56,0.003948073834180832,0.06283369660377502,0.004530101548880339,0.0673060268163681
57,0.00623494666069746,0.07896167784929276,0.00926318671554327,0.09624545276165009
58,0.004639158956706524,0.0681113749742508,0.011730066500604153,0.1083054319024086
59,0.006482469849288464,0.08051379024982452,0.000629221205599606,0.025084281340241432
60,0.004114772193133831,0.064146488904953,0.0009754362981766462,0.031231975182890892
61,0.007283149287104607,0.08534137159585953,0.004462127108126879,0.06679915636777878
62,0.013211730867624283,0.11494229733943939,0.002044170629233122,0.045212503522634506
63,0.0019240074325352907,0.043863508850336075,0.002613540505990386,0.05112279951572418
64,0.0014696532161906362,0.03833605721592903,0.0008038111845962703,0.028351563960313797
65,0.0011505444999784231,0.03391967713832855,0.0008250933606177568,0.028724437579512596
66,0.015102369710803032,0.12289170175790787,0.0016507466789335012,0.04062938317656517
67,0.0029171172063797712,0.05401034280657768,0.0009826786117628217,0.03134770318865776
68,0.00233266013674438,0.04829762130975723,0.001225122483447194,0.03500175103545189
69,0.004672357812523842,0.06835464388132095,0.0007939616334624588,0.028177324682474136
70,0.0035539506934583187,0.05961501970887184,0.00415773456916213,0.0644804984331131
71,0.009325182996690273,0.09656699001789093,0.005482853855937719,0.0740462988615036
72,0.0025832154788076878,0.050825342535972595,0.0008716530865058303,0.02952377125620842
73,0.004895784426480532,0.06996988505125046,0.037180427461862564,0.19282226264476776
74,0.01830410026013851,0.135292649269104,0.0023157764226198196,0.04812251403927803
75,0.0012299729278311133,0.03507097065448761,0.007017158437520266,0.08376847952604294
76,0.0020361102651804686,0.045123279094696045,0.0007541118538938463,0.02746109664440155
77,0.0024635798763483763,0.04963446408510208,0.0025900646578520536,0.050892677158117294
78,0.0017187615158036351,0.041457947343587875,0.0011033299379050732,0.033216409385204315
79,0.0034025574568659067,0.0583314448595047,0.007879115641117096,0.08876438438892365
80,0.01076328195631504,0.10374623537063599,0.005136390216648579,0.07166861742734909
81,0.03964613378047943,0.1991133689880371,0.0014930811012163758,0.03864040598273277
82,0.0011643117759376764,0.03412201255559921,0.0015591902192682028,0.039486583322286606
83,0.0009485588525421917,0.03079868294298649,0.0015870945062488317,0.03983835503458977
84,0.0009229886345565319,0.030380727723240852,0.0013188490411266685,0.03631596267223358
85,0.0012155943550169468,0.034865375608205795,0.0005581459845416248,0.02362511307001114
86,0.0013295969692990184,0.03646364063024521,0.0032201732974499464,0.05674657225608826
