epoch,loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0,0.7469860315322876,0.864283561706543,0.506191611289978,0.711471438407898
1,0.6982759833335876,0.8356291055679321,0.5013771057128906,0.7080798745155334
2,0.6896525621414185,0.8304532170295715,0.526142954826355,0.7253571152687073
3,0.7129999399185181,0.844393253326416,0.6113282442092896,0.7818748354911804
4,0.7156651020050049,0.8459699153900146,0.6517943143844604,0.8073378205299377
5,0.7030078172683716,0.8384556174278259,0.5375582575798035,0.7331836223602295
6,0.6745465397834778,0.8213078379631042,0.5297752618789673,0.7278566360473633
7,0.708141565322876,0.8415114879608154,0.4833785891532898,0.6952543258666992
8,0.7143445014953613,0.8451890349388123,0.47426122426986694,0.6886662840843201
9,0.7598668336868286,0.8717033863067627,0.4858217239379883,0.6970091462135315
10,0.6733099222183228,0.8205546140670776,0.5059455037117004,0.7112984657287598
11,0.6212322115898132,0.7881828546524048,0.43583959341049194,0.66018146276474
12,0.8237782716751099,0.9076223373413086,0.4822288453578949,0.6944270133972168
13,0.643963634967804,0.8024734258651733,0.47193869948387146,0.6869779229164124
14,0.7247962951660156,0.8513497114181519,0.5572637319564819,0.7465009689331055
15,0.763066291809082,0.8735366463661194,0.46053943037986755,0.678630530834198
16,0.6366928219795227,0.7979303598403931,0.5834544897079468,0.7638419270515442
17,0.5942294001579285,0.7708627581596375,0.5460940003395081,0.7389817237854004
18,0.5939496159553528,0.7706812620162964,1.1628600358963013,1.078359842300415
19,0.6416211724281311,0.8010125756263733,0.678280234336853,0.8235777020454407
20,0.5806658267974854,0.7620143294334412,0.4680069386959076,0.6841103434562683
21,0.4855317175388336,0.6968010663986206,0.38398581743240356,0.6196659207344055
22,0.4208775460720062,0.6487507820129395,0.5112485885620117,0.7150164842605591
23,0.490806519985199,0.7005758285522461,0.3323432505130768,0.576492190361023
24,0.6002545952796936,0.7747610211372375,0.38287633657455444,0.6187700033187866
25,0.5267651677131653,0.7257859110832214,0.4402453899383545,0.6635099053382874
26,0.3831295371055603,0.6189745664596558,0.3312062621116638,0.5755051970481873
27,0.3261469006538391,0.5710927248001099,0.42986711859703064,0.6556425094604492
28,0.4413517117500305,0.6643430590629578,0.4108559191226959,0.6409804224967957
29,0.4561282694339752,0.6753726601600647,0.43763571977615356,0.6615403890609741
30,0.2882689833641052,0.5369068384170532,0.2531347870826721,0.503125011920929
31,0.2768423557281494,0.5261580944061279,0.24280957877635956,0.492757111787796
32,0.27953678369522095,0.5287123918533325,0.7687989473342896,0.8768118023872375
33,0.356092631816864,0.5967350006103516,0.3292391896247864,0.5737937092781067
34,0.32133349776268005,0.5668628811836243,0.28009915351867676,0.5292439460754395
35,0.13062074780464172,0.36141493916511536,0.2567731440067291,0.5067278742790222
36,0.21740970015525818,0.46627214550971985,0.4039379060268402,0.6355611085891724
37,0.18971994519233704,0.43556854128837585,0.1904853880405426,0.43644630908966064
38,0.29794859886169434,0.545846700668335,0.3056521415710449,0.5528581738471985
39,0.228277325630188,0.47778376936912537,0.19814428687095642,0.4451340138912201
