epoch,loss,root_mean_squared_error,val_loss,val_root_mean_squared_error
0,0.6707592010498047,0.8189988732337952,0.7055069208145142,0.83994460105896
1,0.1894492208957672,0.4352576434612274,0.0008464858401566744,0.029094429686665535
2,0.0018041931325569749,0.04247579351067543,0.003986722324043512,0.06314049661159515
3,0.0007002984639257193,0.026463152840733528,0.0004026436945423484,0.02006598375737667
4,0.0003580169868655503,0.01892133615911007,0.0007015131996013224,0.026486095041036606
5,0.0006469765794463456,0.025435734540224075,0.00016910291742533445,0.013003957457840443
6,0.00038501096423715353,0.019621696323156357,0.00011771452409448102,0.010849632322788239
7,0.00013674590445589274,0.011693840846419334,6.955317803658545e-05,0.008339854888617992
8,0.00020664409385062754,0.014375120401382446,0.00012975338904652745,0.011390934698283672
9,0.0001577607763465494,0.01256028562784195,7.097695197444409e-05,0.008424782194197178
10,0.00012980090104974806,0.011393019929528236,4.253838778822683e-05,0.006522146053612232
11,0.0002085944142891094,0.014442797750234604,0.00013297403347678483,0.011531436815857887
12,0.00021655212913174182,0.014715710654854774,5.1929593610111624e-05,0.007206219248473644
13,0.0006726902211084962,0.025936271995306015,5.975530075374991e-05,0.007730155251920223
14,0.001972525380551815,0.04441312327980995,0.00012682203669101,0.011261529289186
15,0.0019235360668972135,0.04385813698172569,8.778439223533496e-05,0.00936933234333992
16,0.001297060283832252,0.036014724522829056,0.00035948914592154324,0.018960198387503624
17,0.0008915194775909185,0.02985832281410694,0.004249278921633959,0.06518649309873581
18,0.0031758230179548264,0.05635444074869156,0.0030421072151511908,0.055155299603939056
19,0.003997491672635078,0.06322571635246277,0.00011864832777064294,0.010892581194639206
20,0.0007459370535798371,0.02731184847652912,0.00021671259310096502,0.014721161685883999
21,0.00019165679987054318,0.013844016939401627,9.587781823938712e-05,0.0097917215898633
22,0.0001995569618884474,0.014126462861895561,0.0006130420952104032,0.0247596874833107
23,0.00035691916127689183,0.018892304971814156,0.00046804730664007366,0.021634401753544807
24,0.0003697513311635703,0.019228918477892876,0.0001371582184219733,0.011711456812918186
25,0.0002512582577764988,0.015851128846406937,0.00035752911935560405,0.018908441066741943
26,0.000483808689750731,0.021995652467012405,0.0005172036471776664,0.02274211123585701
27,0.005152656231075525,0.07178200781345367,0.0013742803130298853,0.037071287631988525
28,0.01118579600006342,0.10576292127370834,0.000532093399669975,0.02306715026497841
29,0.00038556833169423044,0.019635893404483795,0.00036653419374488294,0.01914508268237114
30,0.0005293842987157404,0.023008352145552635,0.00016843967023305595,0.012978430837392807
31,0.00026835076278075576,0.016381414607167244,0.00017338032193947583,0.013167396187782288
32,0.00019373936811462045,0.013919029384851456,0.0007135402993299067,0.026712175458669662
33,0.0001804354542400688,0.013432626612484455,0.00013653948553837836,0.011685010977089405
34,0.0001326292403973639,0.011516476981341839,0.000132881585159339,0.011527427472174168
35,0.000277838233159855,0.01666847988963127,6.538318848470226e-05,0.008085987530648708
36,0.0003823292499873787,0.01955324225127697,0.0006154486327432096,0.024808237329125404
37,0.00039251858834177256,0.01981208100914955,5.477247395901941e-05,0.007400842849165201
38,0.00010823976481333375,0.010403834283351898,0.00041591053013689816,0.02039388380944729
39,0.0005117758410051465,0.02262246236205101,0.0013598931254819036,0.03687673062086105
40,0.004420564044266939,0.06648731976747513,0.001495408359915018,0.038670510053634644
41,0.004633018746972084,0.06806628406047821,0.002593972720205784,0.05093105882406235
42,0.0006893994868732989,0.026256417855620384,6.772508641006425e-05,0.008229524828493595
43,0.00014151168579701334,0.011895867995917797,0.0004357756406534463,0.020875239744782448
44,0.0006720393430441618,0.025923721492290497,0.0002690849360078573,0.016403809189796448
45,0.0005657526198774576,0.023785555735230446,0.0004630799521692097,0.021519292145967484
46,0.00019726197933778167,0.014044998213648796,0.0003080289752688259,0.01755075342953205
47,0.00017370590649079531,0.01317975390702486,0.0003618864284362644,0.019023312255740166
48,0.0004984589177183807,0.022326193749904633,0.0009376491070725024,0.030621057376265526
49,0.00046809844207018614,0.02163558267056942,0.00026896956842392683,0.0164002925157547
50,0.0004493929154705256,0.02119888924062252,0.0036850450560450554,0.06070457026362419
51,0.0004919029306620359,0.022178884595632553,0.0007500573410652578,0.02738717384636402
52,0.0003003393067047,0.01733030006289482,0.0002098310797009617,0.014485547319054604
53,0.000810177531093359,0.028463616967201233,0.00023426297411788255,0.015305651351809502
54,0.0008410292211920023,0.029000503942370415,0.0021839127875864506,0.046732351183891296
55,0.005062905140221119,0.07115409523248672,0.0034015902783721685,0.058323152363300323
56,0.005342609714716673,0.07309316098690033,0.002007806673645973,0.04480855539441109
57,0.0012957624858245254,0.0359967015683651,0.00010129494330612943,0.010064538568258286
58,0.0002171411324525252,0.014735709875822067,8.729443652555346e-05,0.00934314914047718
59,0.00015642021025996655,0.012506806291639805,0.0002366322441957891,0.015382855199277401
60,0.0001930040743900463,0.013892590999603271,6.888802454341203e-05,0.008299880661070347
61,7.733130041742697e-05,0.008793821558356285,0.000418125739088282,0.020448124036192894
62,0.00016750619397498667,0.012942418456077576,0.000235606319620274,0.015349472872912884
63,0.000112688954686746,0.010615505278110504,4.440488191903569e-05,0.006663698703050613
64,0.00010073884186567739,0.010036874562501907,3.483457112452015e-05,0.005902081727981567
65,0.00016971777949947864,0.01302757766097784,5.3571337048197165e-05,0.007319244090467691
66,0.0010039296466857195,0.03168484941124916,0.001953284488990903,0.044195979833602905
67,0.0015991757391020656,0.03998969495296478,0.0003247793356422335,0.018021635711193085
68,0.0008619888685643673,0.029359646141529083,0.0009546329965814948,0.03089713491499424
69,0.0012043740134686232,0.034704092890024185,0.00012750737369060516,0.011291916482150555
70,0.0004221504495944828,0.02054630033671856,0.0031645819544792175,0.05625461786985397
71,0.0006482061580754817,0.0254598930478096,6.595355807803571e-05,0.008121179416775703
72,0.0008609462529420853,0.029341885820031166,0.0007163083646446466,0.02676393836736679
73,0.0019309732597321272,0.04394284263253212,0.0027047533076256514,0.052007243037223816
74,0.0016724902670830488,0.04089609161019325,0.0005339201306924224,0.023106710985302925
75,0.0010676308302208781,0.03267462179064751,0.0010221413103863597,0.03197094425559044
76,0.0007021857891231775,0.026498788967728615,0.00012894425890408456,0.011355362832546234
